objective_id,assessment_objective,control_title,family,machine_reportable,referent_class,authority_source,feed_types,rationale,prior_call,change_note,owner_comments
03.04.09_obj.a,a policy for controlling the installation of software by users is established.,Control and monitor user-installed software.,Configuration Management,partial,,,Host config read,"Installation-control policy establishment - analyst note honestly flags 'need to figure this one out.' The enforcing configuration exists (.b) but a *policy specifying* the approach is prose. Definition objective, no emission - though the 03.04.08.a pattern (mechanism-as-policy) is arguably available; retained as no pending owner call.",yes,"V8.6: yes->partial. Owner ruling. Policy-establishment objective requires a documentary artifact per conduct-prohibition rule; enforcing control (AppLocker/WDAC policy state) emits via host config read, so emission exists but does not reach the objective's actual parameter. Feed set to Host config read.",
03.04.09_obj.b,installation of software by users is controlled based on the established policy.,Control and monitor user-installed software.,Configuration Management,yes,NCP checklist repository (inherited),,Host config read,Standard-user + elevation control emits as configuration on both paths (analyst note).,,,
03.04.09_obj.c,installation of software by users is monitored.,Control and monitor user-installed software.,Configuration Management,yes,NCP checklist repository (inherited),,SIEM / log query|Directory enumeration,New-executable detection and software-inventory deltas emit (analyst note).,,,
03.13.01_obj.a,the external system boundary is defined.,"Monitor, control, and protect communications",System & Comms Protection,partial,,artifact,Host config read|Config API,"Analyst note: the firewall ruleset IS the boundary definition. NSGs and host firewall rules encode the external boundary as configuration - definition-as-setting, third major instance.",yes,AGREED APPROACH: firewall ruleset constitutes the boundary definition; org-specific artifact.,
03.13.01_obj.b,key internal system boundaries are defined.,"Monitor, control, and protect communications",System & Comms Protection,yes,Organization-defined ODP,artifact,Config API|Host config read,Internal boundaries encoded as NSG/subnet structure and host rules (analyst note); emits.,yes,V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. AGREED APPROACH: as .a for internal boundaries.,
03.13.01_obj.c,communications are monitored at the external system boundary.,"Monitor, control, and protect communications",System & Comms Protection,partial,,,SIEM / log query,External-boundary monitoring emits where flow logs and DNS logs are integrated; full boundary capture depends on network-plane coverage the lab stack holds partially.,,,
03.13.01_obj.d,communications are monitored at key internal boundaries.,"Monitor, control, and protect communications",System & Comms Protection,partial,,,SIEM / log query,As .c for internal boundaries - host-level plus flow logs emit; analyst note marks internal IDS/IPS as future.,,,
03.13.01_obj.e,communications are controlled at the external system boundary.,"Monitor, control, and protect communications",System & Comms Protection,yes,NCP checklist repository (inherited),,Config API,Control at external boundary emits as NSG/firewall rule state.,,,
03.13.01_obj.f,communications are controlled at key internal boundaries.,"Monitor, control, and protect communications",System & Comms Protection,yes,NCP checklist repository (inherited),,Config API|Host config read,As .e for internal boundaries.,,,
03.13.01_obj.g,communications are protected at the external system boundary.,"Monitor, control, and protect communications",System & Comms Protection,yes,NCP checklist repository (inherited),,Config API|Host config read,Protection state emits: NSG + protective DNS + host firewalls (analyst note).,,,
03.13.01_obj.h,communications are protected at key internal boundaries.,"Monitor, control, and protect communications",System & Comms Protection,yes,NCP checklist repository (inherited),,Config API|Host config read,Subnet NSG enforcement emits (analyst note).,,,
03.13.02_obj.a,architectural designs that promote effective information security are identified.,"Employ architectural designs, software development techniques, and systems engineering principles that promote effective information security within organizational systems.",System & Comms Protection,no,,,,Identification of security-promoting architectural designs is a determination; prose. Design-definition class.,,,
03.13.02_obj.b,software development techniques that promote effective information security are identified.,"Employ architectural designs, software development techniques, and systems engineering principles that promote effective information security within organizational systems.",System & Comms Protection,no,,,,As .a for development techniques (analyst note: SSP documents them).,,,
03.13.02_obj.c,systems engineering principles that promote effective information security are identified.,"Employ architectural designs, software development techniques, and systems engineering principles that promote effective information security within organizational systems.",System & Comms Protection,no,,,,As .a for engineering principles.,,,
03.13.02_obj.d,identified architectural designs that promote effective information security are employed.,"Employ architectural designs, software development techniques, and systems engineering principles that promote effective information security within organizational systems.",System & Comms Protection,partial,,,Config API,"IaC template deployment emits as deployment records - evidence the design is *employed* (analyst note); that the deployed design is the *identified* one requires the .a prose. Emission exists, target is prose.",,,
03.13.02_obj.e,identified software development techniques that promote effective information security are employed.,"Employ architectural designs, software development techniques, and systems engineering principles that promote effective information security within organizational systems.",System & Comms Protection,partial,,,Config API,As .d - IaC deployment as supporting evidence per analyst note.,,,
03.13.02_obj.f,identified systems engineering principles that promote effective information security are employed.,"Employ architectural designs, software development techniques, and systems engineering principles that promote effective information security within organizational systems.",System & Comms Protection,no,,,,Analyst note says the SSP description is the evidence - which is prose attesting prose. No emission.,,,
03.13.03_obj.a,user functionality is identified.,Separate user functionality from system management functionality.,System & Comms Protection,yes,Organization-defined ODP,artifact,Config API|Directory enumeration,"The user/management plane separation is architecturally encoded — separate session hosts, management-group scoping, PAW pattern — and Config API-visible. The encoded separation is the identification.",yes,V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. V8.2 PROMOTION (no -> artifact).,
03.13.03_obj.b,system management functionality is identified.,Separate user functionality from system management functionality.,System & Comms Protection,yes,Organization-defined ODP,artifact,Config API|Directory enumeration,As .a: the management plane is identified by its encoded scope.,yes,V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. V8.2 PROMOTION (no -> artifact): as .a.,
03.13.03_obj.c,user functionality is separated from system management functionality.,Separate user functionality from system management functionality.,System & Comms Protection,yes,NCP checklist repository (inherited),,Directory enumeration|Host config read,Separation is enforced by RBAC/UAC/sudo state across layers (analyst note: systematic multi-layer); the enforcement state emits.,,,
03.13.04_obj.a,prevent unauthorized and unintended information transfer via shared system resources.,Prevent unauthorized and unintended information transfer via shared system resources.,System & Comms Protection,yes,NCP checklist repository (inherited),,Host config read|Compliance scan,"Shared-resource protections are OS settings covered by the baseline (memory protection, session isolation, pagefile clearing); emit as configuration.",,,
03.13.05_obj.a,publicly accessible system components are identified.,Implement subnetworks for publicly accessible system components that are physically or logically separated from internal networks.,System & Comms Protection,partial,,,Config API,"Public-facing components enumerate from cloud config (public IPs, exposed endpoints); components public by architecture rather than cloud object require declaration. Mostly emits in a cloud-native boundary.",,,
03.13.05_obj.b,subnetworks for publicly accessible system components are physically or logically separated from internal networks.,Implement subnetworks for publicly accessible system components that are physically or logically separated from internal networks.,System & Comms Protection,yes,NCP checklist repository (inherited),,Config API,Subnet separation emits as NSG/subnet structure - analyst note: DMZ isolated from CUI subnet in predefined templates.,,,
03.13.06_obj.a,network communications traffic is denied by default.,Deny network communications traffic by default and allow network communications traffic by exception,System & Comms Protection,yes,NCP checklist repository (inherited),,Config API|Host config read,Analyst note: NSG default-deny IS this control. Default-deny state emits directly on both planes.,,,
03.13.06_obj.b,network communications traffic is allowed by exception.,Deny network communications traffic by default and allow network communications traffic by exception,System & Comms Protection,yes,NCP checklist repository (inherited),,Config API|Host config read,"Allow-by-exception is the rule set itself; every exception is an emitted, enumerable object.",,,
03.13.07_obj.a,prevent remote devices from simultaneously establishing non-remote connections with organizational systems and communicating via some other connection to resources in external networks.,Prevent remote devices from simultaneously establishing non-remote connections with organizational systems and communicating via some other connection to resources in external networks,System & Comms Protection,no,,,,"Split-tunneling prevention: analyst note - no VPN in the lab path, so nothing to configure; the objective is addressed by architecture (no remote tunnel exists to split). No emission because no mechanism exists in this path; on a VPN path this would emit as tunnel configuration. Path-dependent no.",,,
03.13.08_obj.a,cryptographic mechanisms intended to prevent unauthorized disclosure of CUI are identified.,Implement cryptographic mechanisms to prevent unauthorized disclosure of CUI during transmission unless otherwise protected by alternative physical safeguards.,System & Comms Protection,yes,Organization-defined ODP,artifact,Config API|Host config read,"TLS/transport configuration is a machine-readable enumeration of the cryptographic mechanisms in use; configured-and-enforced is the strongest available evidence of ""intended."" Prose adds nothing the config does not already state.",yes,"V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. V8.2 PROMOTION (no -> artifact): ""intended"" read as evidenced by enforced configuration.",
03.13.08_obj.b,alternative physical safeguards intended to prevent unauthorized disclosure of CUI are identified.,Implement cryptographic mechanisms to prevent unauthorized disclosure of CUI during transmission unless otherwise protected by alternative physical safeguards.,System & Comms Protection,no,,,,Physical-safeguard identification is prose (analyst note: SSP documents physical transmission paths).,,,
03.13.08_obj.c,either cryptographic mechanisms or alternative physical safeguards are implemented to prevent unauthorized disclosure of CUI during transmission.,Implement cryptographic mechanisms to prevent unauthorized disclosure of CUI during transmission unless otherwise protected by alternative physical safeguards.,System & Comms Protection,yes,NCP checklist repository (inherited),,Config API|Host config read,"Implementation emits: TLS enforcement, encryption settings per baseline. The identified-vs-implemented gap belongs to .a/.b, not here.",,,
03.13.09_obj.a,a period of inactivity to terminate network connections associated with communications sessions is defined.,Terminate network connections associated with communications sessions at the end of the sessions or after a defined period of inactivity.,System & Comms Protection,yes,DoD ODP,customer-ODP (pending),Config API,Analyst note: session lifetime policy values ARE the defined period - DEFINE_AS_SETTING. Floored by configuration.,yes,V8.8: promoted partial->yes. April 2025 DoD ODP 03.13.09 publishes this parameter on-objective. FLOOR RULE: session-inactivity period scalar; pending ODP pass.,
03.13.09_obj.b,network connections associated with communications sessions are terminated at the end of the sessions.,Terminate network connections associated with communications sessions at the end of the sessions or after a defined period of inactivity.,System & Comms Protection,partial,,,Config API|Host config read,"Analyst note preserves the critical distinction: identity-session termination emits (CA), but *network connection* termination is a different layer - RDP/GPO idle timeout closes network sessions on managed hosts; full network-layer termination depends on path. The network-vs-session distinction is the same proxy boundary as 03.07.05.b.",,,
03.13.09_obj.c,network connections associated with communications sessions are terminated after the defined period of inactivity.,Terminate network connections associated with communications sessions at the end of the sessions or after a defined period of inactivity.,System & Comms Protection,partial,,,Config API|Host config read,As .b - the defined-period slice emits per host config; network-layer completeness is path-dependent.,,,
03.13.10_obj.a,cryptographic keys are established whenever cryptography is employed.,Establish and manage cryptographic keys for cryptography employed in organizational systems.,System & Comms Protection,partial,,,Config API,"Key establishment emits for platform-managed keys (storage SSE, BitLocker escrow state); analyst note flags enterprise-key dependency - customer-managed key paths vary. Partial per analyst's own hedge.",,,
03.13.10_obj.b,cryptographic keys are managed whenever cryptography is employed.,Establish and manage cryptographic keys for cryptography employed in organizational systems.,System & Comms Protection,partial,,,Config API,"Key management state (rotation, vault config) emits where platform-managed; as .a otherwise.",,,
03.13.11_obj.a,employ FIPS-validated cryptography when used to protect the confidentiality of CUI.,Employ FIPS-validated cryptography when used to protect the confidentiality of CUI.,System & Comms Protection,partial,,,Config API|Host config read,"FIPS-validated crypto: the *configuration* emits (FIPS mode flags, TLS suite restrictions), but validation status is a property of the module certificate, not the setting - the CMVP register holds the authority. Analyst note honestly doubts current deployment. Emission covers configured intent; validation is an external-register fact. Retained partial with both halves stated.",,,
03.13.12_obj.a,collaborative computing devices are identified.,Prohibit remote activation of collaborative computing devices and provide indication of devices in use to users present at the device.,System & Comms Protection,partial,,,Directory enumeration,Devices with cameras/mics enumerate via inventory where enrolled; collaborative devices outside enrollment (conference room hardware) do not.,,V8.8: control_title corrected - row carried 03.13.11's FIPS text in error. ,
03.13.12_obj.b,collaborative computing devices provide indication to users of devices in use.,Prohibit remote activation of collaborative computing devices and provide indication of devices in use to users present at the device.,System & Comms Protection,yes,NCP checklist repository (inherited),,Host config read,In-use indicators are OS-native and privacy settings enforce them per baseline (analyst note); setting state emits.,,V8.8: control_title corrected - row carried 03.13.11's FIPS text in error. ,
03.13.12_obj.c,remote activation of collaborative computing devices is prohibited.,Prohibit remote activation of collaborative computing devices and provide indication of devices in use to users present at the device.,System & Comms Protection,yes,NCP checklist repository (inherited),,Host config read,Remote-activation prohibition emits as privacy/permission settings per baseline.,,V8.8: control_title corrected - row carried 03.13.11's FIPS text in error. ,
03.13.13_obj.a,use of mobile code is controlled.,Control and monitor the use of mobile code.,System & Comms Protection,yes,NCP checklist repository (inherited),,Host config read,Mobile-code control emits as script-execution and browser policy settings per baseline.,,,
03.13.13_obj.b,use of mobile code is monitored.,Control and monitor the use of mobile code.,System & Comms Protection,no,,,SIEM / log query,Analyst note: process-creation events + browser logs + script events - monitoring emits without additional hardening.,yes,"V8.7: yes->no. Owner ruling (SIEM tiering). Sole sufficient feed is log query, a collector outside the declared reference architecture; SIEM was excluded from the reference baseline at v8.5 and that exclusion is now applied consistently. Demoted to 'no' rather than 'partial' to match the v8.5 AU/IR treatment on identical facts. feed_types retained as a record of where emission would originate.",
03.13.14_obj.a,use of Voice over Internet Protocol (VoIP) technologies is controlled.,Control and monitor the use of Voice over Internet Protocol,System & Comms Protection,partial,,,Config API,"VoIP control: Teams-plane policy emits; non-Teams VoIP (desk phones, SIP trunks) sits on the network plane the lab lacks. Analyst note marks the companion prose.",,,
03.13.14_obj.b,use of Voice over Internet Protocol (VoIP) technologies is monitored.,Control and monitor the use of Voice over Internet Protocol,System & Comms Protection,partial,,,SIEM / log query,Teams usage logs emit; VoIP-subnet syslog requires the network plane (analyst note: D-IN-D).,,,
03.13.15_obj.a,protect the authenticity of communications sessions.,Protect the authenticity of communications sessions,System & Comms Protection,yes,NCP checklist repository (inherited),,Config API|Host config read,"Session authenticity emits as protocol enforcement state - TLS with authentication, SMB signing, channel binding per baseline.",,,
03.13.16_obj.a,protect the confidentiality of CUI at rest.,Protect the confidentiality of CUI at rest.,System & Comms Protection,yes,NCP checklist repository (inherited),,Config API|Host config read,CUI-at-rest confidentiality emits as encryption state (BitLocker/SSE). Scope predicate: as the MP family - which resources hold CUI is a declaration.,,,
03.12.01_obj.a,the frequency of security control assessments is defined.,Periodically assess the security controls in organizational systems to determine if the controls are effective in their application.,Security Assessment,yes,DoD ODP,customer-ODP (pending),Config API,Analyst note: the SCA schedule IS the defined frequency - DEFINE_AS_SETTING. Emits as scan-schedule configuration.,yes,V8.8: promoted partial->yes. April 2025 DoD ODP 03.12.01 publishes this parameter on-objective. FLOOR RULE: assessment-frequency scalar; pending ODP pass.,
03.12.01_obj.b,security controls are assessed with the defined frequency to determine if the controls are effective in their application.,Periodically assess the security controls in organizational systems to determine if the controls are effective in their application.,Security Assessment,partial,,,Compliance scan|SIEM / log query,Automated control checks execute per schedule and emit results; *effectiveness in application* is a broader judgment than check-passage (analyst note flags the narrative need). The performed slice emits; the effectiveness slice is human.,,,
03.12.02_obj.a,deficiencies and vulnerabilities to be addressed by the plan of action are identified.,Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems,Security Assessment,yes,Organization-defined ODP,customer-ODP (pending),Compliance scan|SIEM / log query,Analyst note: failed checks and CVE alerts ARE the deficiency identification. Direct emission.,yes,"V8.8: promoted partial->yes. Referent is the organization-defined value the standard obliges the organization to set; validation executes against it when the export carries the declaration and the observation as separate assertions. V8 AUDIT: Findings emit against benchmark+NVD, but POA&M selection (""to be addressed"") is a human triage decision with no published selection criterion.",
03.12.02_obj.b,a plan of action is developed to correct identified deficiencies and reduce or eliminate identified vulnerabilities.,Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems,Security Assessment,no,,,,The plan of action is a human artifact (analyst note concurs); machine findings are its inputs. Process record.,,,
03.12.02_obj.c,the plan of action is implemented to correct identified deficiencies and reduce or eliminate identified vulnerabilities.,Develop and implement plans of action designed to correct deficiencies and reduce or eliminate vulnerabilities in organizational systems,Security Assessment,partial,,,Compliance scan|SIEM / log query,"Remediation trend emits (finding closure over time, per analyst note); that closure occurred *per the plan* requires the plan. Emission exists, target is prose.",,,
03.12.03_obj.a,monitor security controls on an ongoing basis to ensure the continued effectiveness of the controls.,Monitor security controls on an ongoing basis to ensure the continued effectiveness of the controls.,Security Assessment,yes,NCP checklist repository,NCP-designated (transitive),Compliance scan|SIEM / log query,Ongoing monitoring is the continuous assessment pipeline itself - the mechanism IS the objective. Analyst note marks it as the core value proposition; the finding stands independent of any product.,,"V8 AUDIT: KEPT per owner ruling: continuous pipeline validates hardened/patched state against designated benchmark content + register feeds — inherited referents end to end. ""Ongoing"" satisfied definitionally by continuity.",
03.12.04_obj.a,a system security plan is developed.,"Develop, document, and periodically update system security plans that describe system boundaries, system environments of operation, how security requirements are implemented, and the relationships with or connections to other systems.",Security Assessment,no,,,,"The SSP is a document; its development does not emit. Required by 03.12.04 and DFARS - retained, sourced differently per the submission's own argument.",,,
03.12.04_obj.b,the system boundary is described and documented in the system security plan.,"Develop, document, and periodically update system security plans that describe system boundaries, system environments of operation, how security requirements are implemented, and the relationships with or connections to other systems.",Security Assessment,partial,,,Config API,"Boundary *description* is prose, but its technical substance (NSG/subnet structure) emits - the declared boundary can be checked against network reality. Emission supports verification of the prose, not replacement.",,,
03.12.04_obj.c,the system environment of operation is described and documented in the system security plan.,"Develop, document, and periodically update system security plans that describe system boundaries, system environments of operation, how security requirements are implemented, and the relationships with or connections to other systems.",Security Assessment,partial,,,Directory enumeration,Environment description: inventory emits the technical substance (analyst note); the narrative frame is prose.,,,
03.12.04_obj.d,the security requirements identified and approved by the designated authority as non-applicable are identified.,"Develop, document, and periodically update system security plans that describe system boundaries, system environments of operation, how security requirements are implemented, and the relationships with or connections to other systems.",Security Assessment,no,,,,Non-applicability determinations are approved judgments; prose.,,,
03.12.04_obj.e,the method of security requirement implementation is described and documented in the system security plan.,"Develop, document, and periodically update system security plans that describe system boundaries, system environments of operation, how security requirements are implemented, and the relationships with or connections to other systems.",Security Assessment,no,,,,"Implementation-method description is prose - though for machine-reportable objectives its content is derivable from state, per the conversation's generation-with-floor rule. Retained no: the SSP text itself does not emit.",,,
03.12.04_obj.f,the relationship with or connection to other systems is described and documented in the system security plan.,"Develop, document, and periodically update system security plans that describe system boundaries, system environments of operation, how security requirements are implemented, and the relationships with or connections to other systems.",Security Assessment,partial,,,Config API,"Interconnections partially enumerate (cross-tenant config, peering); undocumented relationships do not emit.",,,
03.12.04_obj.g,the frequency to update the system security plan is defined.,"Develop, document, and periodically update system security plans that describe system boundaries, system environments of operation, how security requirements are implemented, and the relationships with or connections to other systems.",Security Assessment,no,,,,Update-frequency definition is a determination; prose (analyst note: annual).,,,
03.12.04_obj.h,system security plan is updated with the defined frequency.,"Develop, document, and periodically update system security plans that describe system boundaries, system environments of operation, how security requirements are implemented, and the relationships with or connections to other systems.",Security Assessment,no,,,,SSP update per frequency is a document-revision act; version history is a process record.,,,
03.11.01_obj.a,"the frequency to assess risk to organizational operations, organizational assets, and individuals is defined.",Periodically assess the risk to organizational operations,Risk Assessment,partial,,customer-ODP (pending),Config API,Assessment frequency as schedule configuration - DEFINE_AS_SETTING per analyst note. Whether schedule constitutes organizational risk-assessment frequency is a floor question; the setting emits.,yes,FLOOR RULE: risk-assessment-frequency scalar; pending ODP pass.,
03.11.01_obj.b,"risk to organizational operations, organizational assets, and individuals resulting from the operation of an organizational system that processes, stores, or transmits CUI is assessed with the defined frequency.",Periodically assess the risk to organizational operations,Risk Assessment,partial,,,Compliance scan|SIEM / log query,"Continuous scoring emits a technical risk posture (analyst note); risk to *operations, assets, and individuals* is broader than technical scoring - the organizational slice is judgment. Partial by scope of the objective's own terms.",,,
03.11.02_obj.a,"the frequency to scan for vulnerabilities in an organizational system and its applications that process, store, or transmit CUI is defined.",Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.,Risk Assessment,yes,DoD ODP,customer-ODP (pending),Config API,Scan frequency emits as schedule. ODP fixes the referent question; DEFINE_AS_SETTING per analyst note.,yes,V8.8: promoted partial->yes. April 2025 DoD ODP 03.11.02.a publishes this parameter on-objective. FLOOR RULE: vulnerability-scan-frequency scalar; pending ODP pass.,
03.11.02_obj.b,"vulnerability scans are performed in an organizational system that processes, stores, or transmits CUI with the defined frequency.",Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.,Risk Assessment,yes,NCP checklist repository (inherited),,Compliance scan|SIEM / log query,Scan execution and coverage emit; performed-per-frequency is a join. Continuous correlation per analyst note.,,,
03.11.02_obj.c,vulnerability scans are performed in an application that contains CUI with the defined frequency.,Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.,Risk Assessment,partial,,,Compliance scan,"Application scanning: OS-level and installed-software CVE correlation emits for the managed estate; analyst note correctly flags SaaS applications (Office et al.) as provider-inherited - the supplier cannot scan Microsoft's code. Split: local applications emit, SaaS inherits.",,,
03.11.02_obj.d,"vulnerability scans are performed in an organizational system that processes, stores, or transmits CUI when new vulnerabilities are identified.",Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.,Risk Assessment,no,,register (ODP-presupposed),SIEM / log query,New-vulnerability-triggered scanning emits as feed-driven correlation (analyst note: new CVE triggers immediate correlation).,yes,"V8.7: yes->no. Owner ruling (SIEM tiering). Sole sufficient feed is log query, a collector outside the declared reference architecture; SIEM was excluded from the reference baseline at v8.5 and that exclusion is now applied consistently. Demoted to 'no' rather than 'partial' to match the v8.5 AU/IR treatment on identical facts. feed_types retained as a record of where emission would originate.",
03.11.02_obj.e,vulnerability scans are performed in an application that contains CUI when new vulnerabilities are identified.,Scan for vulnerabilities in organizational systems and applications periodically and when new vulnerabilities affecting those systems and applications are identified.,Risk Assessment,partial,,,SIEM / log query,"As .d scoped to applications, inheriting the .c split.",,,
03.11.03_obj.a,vulnerabilities are identified.,Remediate vulnerabilities in accordance with risk assessments.,Risk Assessment,yes,DoD ODP,register (ODP-presupposed),Compliance scan|SIEM / log query,Vulnerability identification IS the scanner output (analyst note).,,"V8 AUDIT: KEPT under register codicil: scanner output validates against CVE/NVD, a public register the Department's own values presuppose. Clean counterexample proving artifact demotions are principled.",
03.11.03_obj.b,vulnerabilities are remediated in accordance with risk assessments.,Remediate vulnerabilities in accordance with risk assessments.,Risk Assessment,partial,,,SIEM / log query,"Remediation emits as finding closure; *in accordance with risk assessments* requires the prioritization scheme - prose per analyst note. Emission exists, target is prose.",,,
